Title,Location,Price,Area
                        Apartment Burgemeester De Monchyplein                            ,            2585 DG Den Haag (Archipelbuurt)        ,"                €3,750 per month            ",179 m²
                        Apartment Rustenburgerstraat 133 III                            ,            1073 EX Amsterdam (Nieuwe Pijp)        ,"                €1,850 per month            ",46 m²
                        Apartment Anjerhof                            ,            1431 RE Aalsmeer (Stommeer)        ,"                €1,475 per month            ",58 m²
                        Apartment Gildepad                            ,            5076 AN Haaren (Haaren Haaren)        ,"                €2,000 per month            ",150 m²
                        Apartment Prinsengracht                            ,            1017 JJ Amsterdam (Grachtengordel-Zuid)        ,"                €2,500 per month            ",72 m²
                        House Grevingaheerd                            ,            9737 SM Groningen (Beijum-West)        ,                €850 per month            ,81 m²
                        Apartment Nieuwe Groenmarkt 37 A                            ,            2011 TT Haarlem (Binnenstad)        ,"                €1,595 per month            ",95 m²
                        House Adrianastraat 58                            ,            2225 NZ Katwijk (Midden)        ,"                €1,750 per month            ",98 m²
                        Room Mandjesstraat                            ,            8011 RM Zwolle (Binnenstad-Zuid)        ,                €700 per month            ,62 m²
                        Apartment Groeninxstraat                            ,            3039 TD Rotterdam (Blijdorp)        ,"                €1,195 per month            ",66 m²
                        Room Korenstraat                            ,            7311 LP Apeldoorn (Binnenstad)        ,                €445 per month            ,18 m²
                        Apartment Henri Hermanslaan 161                            ,            6162 GE Geleen (Geleen-Noord)        ,                €800 per month            ,78 m²
                        House 1e Jerichostraat 57 A                            ,            3061 GC Rotterdam (Kralingen West)        ,"                €2,500 per month            ",110 m²
                        Apartment Rubensstraat 20 C                            ,            3061 ZX Rotterdam (Kralingen West)        ,"                €1,600 per month            ",70 m²
                        Apartment Espoortstraat                            ,            7511 CK Enschede (De Bothoven)        ,"                €1,025 per month            ",75 m²
                        Apartment Juliana van Stolbergstraat 7 E                            ,            1723 LB Noord-Scharwoude (Noord-Scharwoude)        ,"                €1,250 per month            ",69 m²
                        Apartment Bordeslaan                            ,            5223 MP Den Bosch (Paleiskwartier)        ,"                €1,470 per month            ",110 m²
                        Apartment Frans van Mierisstraat 69 II                            ,            1071 RL Amsterdam (Museumkwartier)        ,"                €4,850 per month            ",187 m²
                        Apartment Rijksstraatweg                            ,            2025 DL Haarlem (Schrijversbuurt)        ,"                €1,400 per month            ",79 m²
                        Apartment Spuistraat                            ,            1012 SV Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €1,675 per month            ",65 m²
                        Apartment Melodiestraat                            ,            2553 VH Den Haag (Kom Loosduinen)        ,"                €1,450 per month            ",83 m²
                        Apartment Wilhelminaplein                            ,            5611 HG Eindhoven (Bergen)        ,"                €1,650 per month            ",65 m²
                        Apartment Herengracht 579 1                            ,            1017 CD Amsterdam (Grachtengordel-Zuid)        ,"                €5,400 per month            ",127 m²
                        Apartment Binnensingel                            ,            3134 NB Vlaardingen (Oostbuurt)        ,"                €1,395 per month            ",134 m²
                        Room Jan Wapstraat 23 B room 1                            ,            2523 GA Den Haag (Laakkwartier-West)        ,                €725 per month            ,15 m²
                        Apartment Parkstraat                            ,            6881 JD Velp (Velp-Noord boven spoorlijn)        ,"                €1,430 per month            ",90 m²
                        House Geuzenweg                            ,            1221 BR Hilversum (Geuzenbuurt)        ,"                €1,425 per month            ",86 m²
                        Apartment Waalstraat 185                            ,            7523 RE Enschede (Deppenbroek)        ,                €925 per month            ,71 m²
                        Apartment Mgr. Aengenentlaan                            ,            2361 GB Warmond (Kloosterland-Endepoel)        ,"                €1,318 per month            ",89 m²
                        Apartment Vlierstraat 68                            ,            5802 CL Venray (Bomenbuurt)        ,                €960 per month            ,109 m²
                        Apartment Hoofdweg                            ,            9681 AD Midwolda (Midwolda)        ,"                €1,150 per month            ",70 m²
                        Apartment Wilhelminasingel                            ,            6221 BL Maastricht (Wyck)        ,"                €1,355 per month            ",41 m²
                        Apartment Beijerlandsestraat 23 B                            ,            3074 RA Rotterdam (Hillesluis)        ,"                €1,250 per month            ",104 m²
                        Apartment Laan van Roos en Doorn                            ,            2514 BC Den Haag (Willemspark)        ,"                €1,595 per month            ",98 m²
                        House Gilzeweg                            ,            4854 SG Bavel (Bavel)        ,"                €1,995 per month            ",180 m²
                        Apartment Hambeek 78                            ,            6041 NH Roermond (Roer-Zuid)        ,                €866 per month            ,75 m²
                        House Tom Mandersstraat 25                            ,            7558 MS Hengelo (Molendijkhoek)        ,                €975 per month            ,118 m²
                        House Boskleane                            ,            9243 JA Bakkeveen (Bakkeveen-De Kampen)        ,"                €1,350 per month            ",140 m²
                        Apartment Akerkstraat 31                            ,            9712 BD Groningen (Binnenstad-Noord)        ,                €950 per month            ,50 m²
                        Apartment Mary van der Sluisstraat 510                            ,            1095 ME Amsterdam (Zeeburgereiland/Nieuwe Diep)        ,"                €2,300 per month            ",83 m²
                        Apartment Herenweg                            ,            3732 CM De Bilt (De Bilt West)        ,"                €1,500 per month            ",85 m²
                        Apartment Roerstraat                            ,            2584 TW Den Haag (Oud Scheveningen)        ,"                €1,200 per month            ",71 m²
                        Apartment Koninginneweg 143 bov                            ,            1075 CM Amsterdam (Willemspark)        ,"                €3,650 per month            ",138 m²
                        House Gein-Zuid 12                            ,            1391 GT Abcoude (Abcoude Buitengebied)        ,"                €3,000 per month            ",190 m²
                        House Schoolpad 4                            ,            1111 CS Diemen (Centrum West)        ,"                €2,250 per month            ",104 m²
                        Apartment Ben van Meerendonkstraat                            ,            1087 LN Amsterdam (IJburg Zuid)        ,"                €4,950 per month            ",240 m²
                        Apartment Willebrordusstraat 124 B                            ,            3037 TX Rotterdam (Liskwartier)        ,"                €1,275 per month            ",52 m²
                        Room Oude Rijn 27 K4                            ,            2312 HB Leiden (Pancras-West)        ,                €741 per month            ,21 m²
                        House Meerkade 1                            ,            1399 PL Muiderberg (Noordpolder)        ,"                €3,750 per month            ",180 m²
                        Apartment Frederik Hendrikstraat 21 BS                            ,            3583 VE Utrecht (Wilhelminapark en omgeving)        ,"                €2,500 per month            ",115 m²
                        House St Trudostraat                            ,            5616 GB Eindhoven (Schouwbroek)        ,"                €2,250 per month            ",157 m²
                        Apartment Prometheusstraat                            ,            3054 WD Rotterdam (Hillegersberg Noord)        ,"                €2,100 per month            ",104 m²
                        House Miquelstraat                            ,            2522 KT Den Haag (Laakkwartier-Oost)        ,"                €1,125 per month            ",51 m²
                        House Wilkemaheerd                            ,            9736 BN Groningen (Beijum-Oost)        ,"                €1,350 per month            ",139 m²
                        Studio Prinsegracht                            ,            2512 GD Den Haag (Zuidwal)        ,                €900 per month            ,40 m²
                        House Dilsenstraat 16                            ,            1066 KC Amsterdam (Sloter-/Riekerpolder)        ,"                €2,450 per month            ",140 m²
                        House Amsteldijk Zuid 78 A                            ,            1184 VE Amstelveen (Nes aan de Amstel)        ,"                €5,950 per month            ",241 m²
                        House Tienwoningenweg                            ,            7312 DK Apeldoorn (Driehuizen)        ,"                €1,800 per month            ",112 m²
                        Apartment Gelkingestraat                            ,            9711 NE Groningen (Binnenstad-Zuid)        ,"                €1,645 per month            ",160 m²
                        Apartment Stationsstraat                            ,            5281 GG Boxtel (Boxtel-Centrum)        ,"                €1,200 per month            ",56 m²
                        Apartment Franciscushof 53                            ,            8801 MV Franeker (Franeker Binnenstad)        ,                €615 per month            ,70 m²
                        Apartment Esperantostraat                            ,            2518 LJ Den Haag (Rond de Energiecentrale)        ,                €752 per month            ,30 m²
                        Apartment Helper Westsingel                            ,            9721 BC Groningen (Helpman)        ,"                €1,100 per month            ",57 m²
                        House Januaristraat                            ,            1335 AH Almere (Seizoenenbuurt)        ,"                €1,450 per month            ",91 m²
                        Apartment Kamgarenplein                            ,            5046 RE Tilburg (Textielbuurt Oost)        ,                €850 per month            ,45 m²
                        Apartment Louis Davidsstraat 15 a                            ,            2042 LS Zandvoort (Centrum)        ,"                €1,495 per month            ",77 m²
                        House Mendelssohnstraat                            ,            3533 XG Utrecht (Oog in Al)        ,"                €1,995 per month            ",100 m²
                        House Salesdreef                            ,            4904 SW Oosterhout (Bosgebied-Oosterhout)        ,"                €1,250 per month            ",98 m²
                        Apartment Lijnbaansgracht                            ,            1016 XA Amsterdam (Jordaan)        ,"                €2,700 per month            ",95 m²
                        House Solitudolaan                            ,            1096 DS Amsterdam (Omval/Overamstel)        ,"                €3,975 per month            ",156 m²
                        Studio Roerdompstraat                            ,            1531 XJ Wormer (Plaszoom)        ,                €830 per month            ,36 m²
                        Apartment Unescostraat 70 A                            ,            6414 NX Heerlen (Vrieheide)        ,                €627 per month            ,64 m²
                        Apartment Romeinenplein 15                            ,            6372 EL Landgraaf (Achter de Haesen)        ,                €707 per month            ,60 m²
                        Apartment Zijdstraat 63 a                            ,            1431 EB Aalsmeer (Centrum)        ,"                €2,200 per month            ",174 m²
                        House Koningdwarsstraat                            ,            1781 LB Den Helder (Oostsloot)        ,                €763 per month            ,67 m²
                        House Gein-Zuid 12                            ,            1391 GT Abcoude (Abcoude Buitengebied)        ,"                €3,000 per month            ",190 m²
                        Apartment Henri Hermanslaan 161                            ,            6162 GE Geleen (Geleen-Noord)        ,                €800 per month            ,78 m²
                        Apartment Barbaraplaats                            ,            5211 SV Den Bosch (Binnenstad-Centrum)        ,"                €1,150 per month            ",60 m²
                        House Blekersvaartweg 33                            ,            2101 CB Heemstede (Centrum)        ,"                €2,200 per month            ",115 m²
                        House Kort Galgewater                            ,            2312 BR Leiden (d'Oude Morsch)        ,"                €2,500 per month            ",165 m²
                        Apartment Vierambachtsstraat                            ,            3022 AD Rotterdam (Nieuwe Westen)        ,"                €1,195 per month            ",69 m²
                        Apartment Proveniersstraat                            ,            3033 CH Rotterdam (Provenierswijk)        ,"                €1,550 per month            ",65 m²
                        House Claassenpark                            ,            5527 BT Hapert (Hapert Noord)        ,"                €2,995 per month            ",200 m²
                        Apartment Ernest Groosmanplein                            ,            3071 MN Rotterdam (Kop van Zuid)        ,"                €2,150 per month            ",160 m²
                        Apartment Nieuwstraat                            ,            1441 CK Purmerend (Binnenstad)        ,"                €1,195 per month            ",56 m²
                        House Winkeldijk 19 AR88                            ,            3645 AR Vinkeveen (Vinkeveen Plassengebied)        ,"                €1,300 per month            ",70 m²
                        Apartment Looiersgracht                            ,            1016 VS Amsterdam (Jordaan)        ,"                €3,250 per month            ",85 m²
                        Apartment Hooikade 41                            ,            2514 BK Den Haag (Voorhout)        ,"                €2,200 per month            ",93 m²
                        Apartment Nieuwstraat                            ,            7311 HZ Apeldoorn (Binnenstad)        ,                €975 per month            ,48 m²
                        Room Breedstraat                            ,            1441 CB Purmerend (Binnenstad)        ,                €750 per month            ,21 m²
                        Apartment Van Galenstraat                            ,            7311 HE Apeldoorn (Binnenstad)        ,                €950 per month            ,68 m²
                        Apartment Weerwal                            ,            1441 AL Purmerend (Binnenstad)        ,                €765 per month            ,35 m²
                        Apartment Tjalie Robinsonduin                            ,            2566 HE Den Haag (Vogelwijk)        ,"                €1,825 per month            ",140 m²
                        Apartment Loek Lansdorpstraat                            ,            5025 VR Tilburg (Staatsliedenbuurt Oost)        ,                €760 per month            ,96 m²
                        Apartment Betuwestraat                            ,            6811 MA Arnhem (Utrechtsestraat)        ,"                €1,295 per month            ",90 m²
                        Apartment Generaal de la Reijlaan                            ,            1404 BL Bussum (Raadhuisplein)        ,"                €1,195 per month            ",53 m²
                        Apartment Badhuiskade 187                            ,            1031 KV Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,850 per month            ",54 m²
                        Apartment Kromstraat 28 E                            ,            2611 ER Delft (Centrum)        ,"                €1,360 per month            ",77 m²
                        Apartment Beverweg 20                            ,            4817 LL Breda (Brabantpark)        ,"                €1,400 per month            ",66 m²
                        House Bergerstraat                            ,            6226 BC Maastricht (Scharn)        ,"                €2,295 per month            ",135 m²
                        Apartment Herbenusstraat                            ,            6211 RC Maastricht (Statenkwartier)        ,"                €1,425 per month            ",60 m²
                        House 4e Binnenvestgracht                            ,            2311 NT Leiden (Levendaal-Oost)        ,"                €1,600 per month            ",74 m²
                        House Lijsterstraat                            ,            3443 AR Woerden (Vogelkwartier)        ,"                €2,150 per month            ",150 m²
                        House Gansbaan                            ,            6231 LP Meerssen (Meerssen)        ,                €895 per month            ,75 m²
                        Apartment Zwederstraat                            ,            3073 ZT Rotterdam (Bloemhof)        ,"                €1,350 per month            ",82 m²
                        Apartment Mauritsstraat                            ,            3012 CH Rotterdam (Cool)        ,"                €1,350 per month            ",36 m²
                        House Zandooghof                            ,            3544 VK Utrecht (Parkwijk-Noord)        ,"                €2,095 per month            ",121 m²
                        House Gein-Zuid 12                            ,            1391 GT Abcoude (Abcoude Buitengebied)        ,"                €3,000 per month            ",190 m²
                        House 1e Jerichostraat 57 A                            ,            3061 GC Rotterdam (Kralingen West)        ,"                €2,500 per month            ",110 m²
                        Apartment Kerkstraat 31                            ,            1381 XN Weesp (Centrum)        ,"                €3,250 per month            ",161 m²
                        Apartment Van Balverenweg                            ,            6721 ZV Bennekom (Halderbrink)        ,                €950 per month            ,65 m²
                        House Ohmstraat                            ,            1221 GR Hilversum (Electrobuurt)        ,"                €1,750 per month            ",101 m²
                        Apartment Osirispad                            ,            1363 XK Almere (Homeruskwartier)        ,"                €1,500 per month            ",76 m²
                        House De Veste 13                            ,            8231 JC Lelystad (De Veste)        ,"                €1,125 per month            ",115 m²
                        Apartment Helperpark                            ,            9723 ZX Groningen (Europapark)        ,"                €1,395 per month            ",70 m²
                        Apartment Bos en Lommerplein                            ,            1055 EK Amsterdam (Landlust)        ,"                €2,850 per month            ",97 m²
                        Apartment Van Starkenborghstraat                            ,            9721 EH Groningen (Helpman)        ,"                €1,350 per month            ",103 m²
                        Apartment Venne                            ,            9671 ER Winschoten (Winschoten-Centrum)        ,                €995 per month            ,99 m²
                        Apartment Keizersgracht 634 D                            ,            1017 ER Amsterdam (Grachtengordel-Zuid)        ,"                €2,750 per month            ",60 m²
                        Apartment Zeeburgerdijk 78 I                            ,            1094 AG Amsterdam (Indische Buurt West)        ,"                €1,750 per month            ",45 m²
                        Apartment Thorbeckelaan 588                            ,            2564 BZ Den Haag (Rosenburg)        ,"                €1,925 per month            ",130 m²
                        House Cloosterstraat                            ,            4587 CC Kloosterzande (Zandewijk)        ,"                €1,150 per month            ",112 m²
                        Apartment Rotterdamsedijk                            ,            3112 AL Schiedam (Rotterdamsedijk)        ,                €600 per month            ,30 m²
                        House Leidsegracht 55                            ,            1017 NB Amsterdam (Grachtengordel-Zuid)        ,"                €5,100 per month            ",190 m²
                        Apartment Eikenhof 14                            ,            1623 LX Hoorn (Venelaankwartier - Buurt 11 03)        ,"                €1,750 per month            ",78 m²
                        Apartment Hereweg 97 6                            ,            9721 AA Groningen (Sterrebosbuurt)        ,"                €1,455 per month            ",79 m²
                        Apartment Curiestraat 39                            ,            7555 NA Hengelo (Woolder Es)        ,                €845 per month            ,71 m²
                        Apartment Sonsbeeksingel                            ,            6814 AB Arnhem (Transvaalbuurt)        ,                €950 per month            ,60 m²
                        Apartment Het Breed                            ,            1025 HW Amsterdam (Buikslotermeer)        ,"                €1,925 per month            ",62 m²
                        Apartment Veldzigtlaan                            ,            2015 CA Haarlem (Veldzigt)        ,"                €1,350 per month            ",55 m²
                        House Heeghtakker                            ,            5625 SW Eindhoven (Vlokhoven)        ,"                €1,400 per month            ",118 m²
                        House Brinkweg                            ,            1211 RN Hilversum (Havenstraatbuurt)        ,"                €2,500 per month            ",140 m²
                        Apartment Tongerseplein                            ,            6211 LW Maastricht (Jekerkwartier)        ,"                €1,250 per month            ",96 m²
                        Apartment 's-Gravelandseweg 99 F                            ,            1217 EP Hilversum (Villaparken)        ,"                €1,675 per month            ",75 m²
                        House Seinpôlle 33                            ,            9001 ZS Grou (Grou)        ,"                €1,250 per month            ",92 m²
                        Room Willem de Nobelaerlaan                            ,            2273 HN Voorburg (Bovenveen noord)        ,                €475 per month            ,11 m²
                        Apartment Berglustlaan                            ,            3054 BC Rotterdam (Hillegersberg Noord)        ,"                €1,650 per month            ",150 m²
                        Apartment Nassaukade 155 2                            ,            1053 LK Amsterdam (Da Costabuurt)        ,"                €1,850 per month            ",70 m²
                        Apartment Breitnerlaan                            ,            2596 GV Den Haag (Van Hoytemastraat en omgeving)        ,"                €2,495 per month            ",135 m²
                        Apartment Henri Hermanslaan 161                            ,            6162 GE Geleen (Geleen-Noord)        ,                €800 per month            ,78 m²
                        House 1e Jerichostraat 57 A                            ,            3061 GC Rotterdam (Kralingen West)        ,"                €2,500 per month            ",110 m²
                        Apartment Parkstraat                            ,            6881 JD Velp (Velp-Noord boven spoorlijn)        ,"                €1,770 per month            ",102 m²
                        House Evert Jan Boksweg                            ,            7361 AJ Beekbergen (Beekbergen)        ,                €250 per month            ,90 m²
                        House Laan van Meerdervoort                            ,            2564 AD Den Haag (Bloemenbuurt-West)        ,"                €1,750 per month            ",150 m²
                        House Trambaan 37                            ,            5865 BW Tienray (Tienray)        ,"                €1,025 per month            ",137 m²
                        Apartment Valkenlaar                            ,            4854 GR Bavel (Nieuw Wolfslaar)        ,"                €1,495 per month            ",124 m²
                        Apartment Rhododendronstraat 70                            ,            2563 TB Den Haag (Heesterbuurt)        ,"                €1,250 per month            ",76 m²
                        House het Stift 23                            ,            7595 LE Weerselo ('t Stift)        ,"                €1,250 per month            ",135 m²
                        Apartment Surinameplein                            ,            1058 GH Amsterdam (Hoofddorppleinbuurt)        ,"                €2,250 per month            ",70 m²
                        Apartment Halstersebaan                            ,            4726 SK Heerle (Verspreide huizen Heerle)        ,                €995 per month            ,52 m²
                        Apartment Hermonlaan 14                            ,            3061 BH Rotterdam (Kralingen West)        ,"                €1,650 per month            ",80 m²
                        Apartment Griekenlandlaan                            ,            7577 TA Oldenzaal (De Graven Es)        ,"                €1,150 per month            ",90 m²
                        Apartment Baangracht 49                            ,            1811 DR Alkmaar (Binnenstad-Oost)        ,                €850 per month            ,30 m²
                        House Van Bockom Maaserf                            ,            3972 DL Driebergen-Rijsenburg (Driebergen-Zuidwest)        ,"                €2,800 per month            ",178 m²
                        Apartment Kouvenderstraat                            ,            6431 HG Hoensbroek (Hoensbroek-Centrum)        ,                €850 per month            ,95 m²
                        Apartment Holbeinstraat 57 1                            ,            1077 VC Amsterdam (Apollobuurt)        ,"                €2,750 per month            ",113 m²
                        House Perikplein 73                            ,            7512 JD Enschede (Getfert)        ,"                €1,250 per month            ",77 m²
                        Apartment Oppenheimstraat                            ,            2313 JD Leiden (Professorenwijk-Oost)        ,"                €1,450 per month            ",70 m²
                        Apartment Hobbesteeg                            ,            1941 CB Beverwijk (Koningstraat)        ,"                €1,300 per month            ",83 m²
                        Apartment Van Dorpstraat                            ,            2584 AG Den Haag (Statenkwartier)        ,"                €1,950 per month            ",95 m²
                        Apartment Nicolaas Maesstraat                            ,            1071 RG Amsterdam (Museumkwartier)        ,"                €3,150 per month            ",98 m²
                        House Cruquiusweg                            ,"            2103 LV Heemstede (Oude Dorp, Indische buurt en omgeving)        ","                €2,495 per month            ",136 m²
                        Apartment Markt                            ,            4875 CE Etten-Leur (Centrum Oost 1)        ,                €900 per month            ,60 m²
                        House Bospolder                            ,            2675 BL Honselersdijk (Buitengebied Honselersdijk)        ,"                €3,450 per month            ",190 m²
                        Apartment Dorpstraat                            ,            4851 CL Ulvenhout (Ulvenhout)        ,"                €2,500 per month            ",129 m²
                        House Bergse Linker Rottekade                            ,            3056 LE Rotterdam (Terbregge)        ,"                €2,150 per month            ",165 m²
                        Apartment Fluitstraat                            ,            3028 VB Rotterdam (Oud Mathenesse)        ,"                €1,350 per month            ",65 m²
                        Apartment Park de Kotten 81                            ,            7522 ED Enschede (Bolhaar)        ,                €950 per month            ,84 m²
                        Apartment Parkweg                            ,            6511 BG Nijmegen (Stadscentrum)        ,                €900 per month            ,60 m²
                        Apartment Beukelsdijk                            ,            3021 AE Rotterdam (Middelland)        ,"                €1,750 per month            ",70 m²
                        Apartment Paul Krugerstraat                            ,            4382 MH Vlissingen (Baskensburg Zuid)        ,"                €1,400 per month            ",88 m²
                        House 1e Jerichostraat 57 A                            ,            3061 GC Rotterdam (Kralingen West)        ,"                €2,500 per month            ",110 m²
                        House Schoolpad 4                            ,            1111 CS Diemen (Centrum West)        ,"                €2,250 per month            ",104 m²
                        Apartment Paul Krugerstraat                            ,            4382 MH Vlissingen (Baskensburg Zuid)        ,"                €1,400 per month            ",88 m²
                        Apartment Boumaboulevard                            ,            9723 ZS Groningen (Europapark)        ,"                €1,325 per month            ",104 m²
                        Apartment Zilvervlek                            ,            4814 VB Breda (Westerpark)        ,"                €1,200 per month            ",78 m²
                        Apartment Mijnsherenlaan                            ,            3081 GN Rotterdam (Tarwewijk)        ,"                €1,495 per month            ",65 m²
                        Apartment Rozengracht                            ,            1016 SZ Amsterdam (Jordaan)        ,"                €2,500 per month            ",80 m²
                        House De Smelen                            ,            5553 CT Valkenswaard (Turfberg-Noord)        ,"                €5,975 per month            ",340 m²
                        House Oude Houtensepad 36                            ,            3582 CX Utrecht (Watervogelbuurt)        ,"                €1,800 per month            ",95 m²
                        Apartment Professor Pieter Willemsstraat                            ,            6224 CC Maastricht (Wyckerpoort)        ,"                €1,350 per month            ",70 m²
                        House Noordereiland 15                            ,            6846 MZ Arnhem (Schuytgraaf-Zuid)        ,"                €1,295 per month            ",80 m²
                        Apartment Wibautstraat                            ,            1091 GS Amsterdam (Weesperzijde)        ,"                €2,450 per month            ",105 m²
                        Apartment Haarlemmerdijk                            ,            1013 KC Amsterdam (Haarlemmerbuurt)        ,"                €2,150 per month            ",60 m²
                        Apartment Oostersingel                            ,            8921 GA Leeuwarden (Zeeheldenbuurt)        ,"                €1,080 per month            ",50 m²
                        Apartment Nansenplaats 271                            ,            3069 CS Rotterdam (Ommoord)        ,"                €1,350 per month            ",104 m²
                        House Willibrorduslaan                            ,            5521 KC Eersel (Eersel-kom en Lindeakkers)        ,"                €1,500 per month            ",130 m²
                        Apartment Tafelstraat                            ,            6211 JD Maastricht (Jekerkwartier)        ,"                €1,250 per month            ",42 m²
                        Apartment Pales 13                            ,            6001 VA Weert (Fatima)        ,                €925 per month            ,68 m²
                        Studio Schagchelstraat 2 A                            ,            2011 HX Haarlem (Binnenstad)        ,"                €1,185 per month            ",33 m²
                        Apartment Noorderhavenkade 37 c3                            ,            3039 RE Rotterdam (Blijdorp)        ,"                €1,595 per month            ",80 m²
                        Room Gedempte Molenwijk                            ,            8442 BG Heerenveen (Centrum)        ,                €350 per month            ,25 m²
                        Apartment Bogaardenstraat 8 C03                            ,            6211 SP Maastricht (Statenkwartier)        ,"                €1,060 per month            ",73 m²
                        House De Vloeienwacht 8                            ,            6211 XL Maastricht (Statenkwartier)        ,"                €1,500 per month            ",130 m²
                        Apartment Struitenweg                            ,            3082 WV Rotterdam (Oud Charlois)        ,"                €1,250 per month            ",85 m²
                        Apartment Huizerweg                            ,            1401 GD Bussum (Verbindingslaan)        ,"                €1,795 per month            ",105 m²
                        Apartment Joannes Wuijtiersstraat 27                            ,            1962 VM Heemskerk (Slotherenbuurt)        ,"                €2,355 per month            ",182 m²
                        House Peter Martensstraat 14 2 pp                            ,            1087 NA Amsterdam (IJburg Zuid)        ,"                €3,100 per month            ",150 m²
                        Apartment Veerdijk                            ,            1531 MS Wormer (Westeinde)        ,"                €2,500 per month            ",158 m²
                        Apartment Pieter Nieuwlandstraat 113 Bis                            ,            3514 HG Utrecht (Tuinwijk-Oost)        ,"                €2,250 per month            ",122 m²
                        Apartment Kerkstraat 2 A                            ,            8011 RT Zwolle (Binnenstad-Zuid)        ,"                €1,150 per month            ",50 m²
                        Apartment Hooigracht                            ,            2312 KV Leiden (Pancras-West)        ,"                €1,425 per month            ",30 m²
                        Apartment Fabriekstraat                            ,            5038 EN Tilburg (Binnenstad West)        ,                €960 per month            ,32 m²
                        House Schoolpad 4                            ,            1111 CS Diemen (Centrum West)        ,"                €2,250 per month            ",104 m²
                        Apartment Henri Hermanslaan 161                            ,            6162 GE Geleen (Geleen-Noord)        ,                €800 per month            ,78 m²
                        Apartment Bronckhorststraat                            ,            1071 WL Amsterdam (Museumkwartier)        ,"                €2,750 per month            ",92 m²
                        Apartment Kerkstraat                            ,            1404 HJ Bussum (Brinklaan)        ,"                €1,250 per month            ",100 m²
                        Apartment Coehoornstraat                            ,            6811 LA Arnhem (Stationsplein)        ,                €840 per month            ,54 m²
                        House Fenkelstraat                            ,            4731 JA Oudenbosch (Oudenbosch-Centrum)        ,"                €1,500 per month            ",140 m²
                        House Cappenersteeg                            ,            2801 XP Gouda (Nieuwe Markt e.o.)        ,"                €1,295 per month            ",70 m²
                        House Imkersdreef 316                            ,            7328 DA Apeldoorn (Matendreef)        ,                €985 per month            ,92 m²
                        Apartment Canadalaan                            ,            9728 ED Groningen (Corpus den Hoorn)        ,"                €1,195 per month            ",100 m²
                        House Gestelsestraat                            ,            5615 LK Eindhoven (Schrijversbuurt)        ,"                €1,850 per month            ",154 m²
                        House Citadel 45                            ,            4194 CT Meteren (Meteren - De Plantage)        ,"                €1,080 per month            ",108 m²
                        House Koningin Julianaweg 26                            ,            3628 BN Kockengen (Kockengen Dorp)        ,"                €2,250 per month            ",137 m²
                        Apartment Glacisstraat                            ,            4381 SH Vlissingen (Scheldestraat e.o.)        ,                €850 per month            ,48 m²
                        Apartment Coosje Buskenstraat                            ,            4381 LC Vlissingen (Boulevards Bankert en Evertsen)        ,"                €1,150 per month            ",60 m²
                        Studio Glacisstraat                            ,            4381 SH Vlissingen (Scheldestraat e.o.)        ,                €750 per month            ,30 m²
                        Apartment Ocarinalaan                            ,            2287 RM Rijswijk (Muziekbuurt)        ,"                €1,695 per month            ",106 m²
                        Apartment Jan Prinsstraat                            ,            1382 SP Weesp (Dichtersbuurt)        ,"                €1,195 per month            ",57 m²
                        Apartment Marktstraat                            ,            6711 GZ Ede (Centrum Ede)        ,"                €1,250 per month            ",85 m²
                        Apartment Sterappelgaard                            ,            6831 AP Arnhem (De Overmaat)        ,                €980 per month            ,70 m²
                        House Baritonstraat                            ,            5702 JK Helmond (Eeuwsels)        ,"                €1,850 per month            ",113 m²
                        House Volderhof                            ,            5709 GB Helmond (Rijpelberg-West)        ,"                €2,000 per month            ",122 m²
                        Apartment Kleine Kerkstraat 1 b                            ,            4651 EV Steenbergen (Steenbergen-Centrum)        ,"                €1,000 per month            ",96 m²
                        Apartment Coosje Buskenstraat                            ,            4381 LC Vlissingen (Boulevards Bankert en Evertsen)        ,                €925 per month            ,37 m²
                        Studio Vrijthof 21                            ,            6211 LD Maastricht (Binnenstad)        ,                €825 per month            ,35 m²
                        House Brantjesoever 9                            ,            1441 DW Purmerend (Stationsbuurt)        ,"                €2,700 per month            ",165 m²
                        Apartment Van de Veldestraat 7 bv                            ,            1071 CW Amsterdam (Museumkwartier)        ,"                €4,750 per month            ",190 m²
                        House Verlengde Maanderweg                            ,            6713 LG Ede (Beatrixpark)        ,"                €1,375 per month            ",137 m²
                        Apartment Jaarsveldstraat 118                            ,            2546 CT Den Haag (Leyenburg)        ,"                €1,150 per month            ",63 m²
                        Apartment Wijnkade                            ,            3011 VZ Rotterdam (Stadsdriehoek)        ,"                €1,500 per month            ",66 m²
                        Apartment Lange Nering                            ,            8302 ED Emmeloord (Emmeloord-Centrum-Centrum Oost)        ,                €850 per month            ,45 m²
                        Apartment Lange Nering                            ,            8302 ED Emmeloord (Emmeloord-Centrum-Centrum Oost)        ,                €900 per month            ,50 m²
                        Apartment Dorpstraat                            ,            2152 BA Nieuw-Vennep (Nieuw-Vennep Welgelegen)        ,"                €1,325 per month            ",77 m²
                        Apartment Keizersgracht                            ,            1016 EG Amsterdam (Grachtengordel-West)        ,"                €6,000 per month            ",270 m²
                        House Gein-Zuid 12                            ,            1391 GT Abcoude (Abcoude Buitengebied)        ,"                €3,000 per month            ",190 m²
